brokertitle,type,price,beds,bath,propertysqft,formatted_address,latitude,longitude,log_price,price_segment,eda_type_clean,log_beds,beds_sqrt,beds_asinh,beds_binned,log_bath,bath_binned,area_missing,log_area,zip,borough,borough_Manhattan,borough_Brooklyn,borough_Queens,price_per_sqft,log_pps
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,315000,2,2,1400.0,"Regis Residence, 2 E 55th St #803, New York, NY 10022, USA",40.761255,-73.9744834,12.66032791780777,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.244941546337007,10022,Manhattan,True,False,False,225.0,5.420534999272286
Brokered by Sowae Corp,House for sale,260000,4,2,2015.0,"620 Sinclair Ave, Staten Island, NY 10312, USA",40.5418051,-74.1961086,12.468436909997665,entry,House for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,7.60887062919126,10312,Staten Island,False,False,False,129.03225806451613,4.86778255863202
Brokered by COMPASS,Condo for sale,69000,3,1,445.0,"2 E 55th St, New York, NY 10022, USA",40.7613979,-73.9746128,11.141861783579396,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.100318952020064,10022,Manhattan,True,False,False,155.0561797752809,5.050216069184079
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,55000000,7,2,14175.0,"5 E 64th St, New York, NY 10065, USA",40.7672235,-73.9698561,17.822843743196746,luxury,Townhouse for sale,2.0794415416798357,2.6457513110645907,2.644120761058629,7-10,1.0986122886681098,2,0,9.559305672844863,10065,Manhattan,True,False,False,3880.0705467372136,8.263866308667552
Brokered by Sowae Corp,House for sale,690000,5,2,4004.0,"584 Park Pl, Brooklyn, NY 11238, USA",40.6743632,-73.9587248,13.444446876573442,entry,House for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,0,8.29529885950246,11238,Brooklyn,False,True,False,172.32767232767233,5.155183862725981
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,899500,2,2,1495.512345,"157 W 126th St #1b, New York, NY 10027, USA",40.809448,-73.946777,13.709594332372724,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,10027,Manhattan,True,False,False,601.4661149453767,6.4010314230286784
Brokered by Connie Profaci Realty,House for sale,16800000,8,16,33000.0,"177 Benedict Rd, Staten Island, NY 10304, USA",40.5950017,-74.1064235,16.636889444373487,luxury,House for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,2.833213344056216,10+,0,10.404293143019792,10304,Staten Island,False,False,False,509.09090909090907,6.234588962952602
Brokered by Pantiga Group Inc.,Co-op for sale,265000,1,1,750.0,"Parking lot, 875 Morrison Ave #3m, Bronx, NY 10473, USA",40.8215857,-73.8740892,12.487485104968359,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.621405651764134,10473,The Bronx,False,False,False,353.3333333333333,5.870238089673838
Brokered by CENTURY 21 MK Realty,Co-op for sale,440000,2,1,978.0,"1350 Ocean Pkwy #5g, Brooklyn, NY 11230, USA",40.6157378,-73.9696944,12.994530005894443,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.88653164253051,11230,Brooklyn,False,True,False,449.89775051124747,6.1112405965284715
Brokered by Engel & Volkers Americas,Co-op for sale,375000,2,1,850.0,"800 Grand Concourse #2j, Bronx, NY 10451, USA",40.8248699,-73.9229829,12.834681304952548,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.7464121285733745,10451,The Bronx,False,False,False,441.1764705882353,6.091709057121252
Brokered by Re/Max Edge,Townhouse for sale,689000,3,2,1162.0,"456 Van Name Ave, Staten Island, NY 10303, USA",40.6249962,-74.1553058,13.442996549995796,entry,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.0587581525186645,10303,Staten Island,False,False,False,592.9432013769364,6.3867836942131575
Brokered by COMPASS,Co-op for sale,259000,3,1,1495.512345,"34-41 85th St #1b, Flushing, NY 11372, USA",40.7531191,-73.8818757,12.464583340681674,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,173.18479574302677,5.160116780144412
Brokered by Jamie & Connie Real Estate Grp,Co-op for sale,430000,2,2,1495.512345,"91-15 Lamont Ave #6d, Elmhurst, NY 11373, USA",40.7438639,-73.8745722,12.971540487669746,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,11373,Queens,False,False,True,287.5268809633263,5.66478825652385
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,895000,3,1,1495.512345,"61 Jane St #6n, New York, NY 10014, USA",40.7382981,-74.0058899,13.704578997256993,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,10014,Manhattan,True,False,False,598.4571127027373,6.396024433464431
Brokered by Awaye Realty,Condo for sale,549000,2,2,1000.0,"4654 Amboy Rd #2b, Staten Island, NY 10312, USA",40.5406209,-74.1671632,13.215853720491667,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.90875477931522,10312,Staten Island,False,False,False,549.0,6.309918278226516
Brokered by Realty Executives Today,Townhouse for sale,975000,3,2,1734.0,"28-31 Hobart St, Flushing, NY 11377, USA",40.7607676,-73.9056672,13.790192749979985,entry,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.45876269238096,11377,Queens,False,False,True,562.2837370242214,6.333783474587786
Brokered by Dorsa Group Realty,Co-op for sale,199000,3,1,325.0,"9430 Ridge Blvd #6d, Brooklyn, NY 11209, USA",40.6181029,-74.0369047,12.201060103706629,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,5.786897381366708,11209,Brooklyn,False,True,False,612.3076923076923,6.418866755040959
Brokered by Coldwell Banker Realty,Co-op for sale,350000,1,1,700.0,"5800 Arlington Ave Apt 21s, Bronx, NY 10471, USA",40.9073699,-73.9065578,12.765688433465597,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.55250788703459,10471,The Bronx,False,False,False,500.0,6.2166061010848646
Brokered by Keller Williams Rlty Landmark,Condo for sale,599000,2,2,974.0,"92-29 Queens Blvd #3h, Rego Park, NY 11374, USA",40.7324713,-73.8670804,13.303016877097587,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.882437470997847,11374,Queens,False,False,True,614.9897330595483,6.423230296283499
Brokered by Radiant Estates LLC,House for sale,639999,3,2,1260.0,"27 Clove Way, Staten Island, NY 10301, USA",40.6207403,-74.1114362,13.369221892834634,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.13966033596492,10301,Staten Island,False,False,False,507.9357142857143,6.2323217105108215
"Brokered by Apaus, Inc",Condo for sale,1300000,2,2,1244.0,"10724 71st Rd #9f, Forest Hills, NY 11375, USA",40.7202429,-73.8430513,14.077874822431765,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.126890808898808,11375,Queens,False,False,True,1045.016077170418,6.952744014650552
Brokered by Keller Williams Ny Realty,Multi-family home for sale,1100000,6,3,2837.0,"1038 Throgs Neck Expy, Bronx, NY 10465, USA",40.8343936,-73.8221101,13.9108207377686,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.3862943611198906,3,0,7.950854857719988,10465,The Bronx,False,False,False,387.73352132534365,5.962894073721296
Brokered by Martino Realty Group,Condo for sale,349900,1,1,651.0,"165 Cromwell Ave #2b, Staten Island, NY 10304, USA",40.5902064,-74.0958034,12.765402678355779,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.480044561926653,10304,Staten Island,False,False,False,537.4807987711214,6.288751839082582
Brokered by Elizabeth Marra,House for sale,750000,2,2,1330.0,"280 Loretto St, Staten Island, NY 10307, USA",40.5039785,-74.2396555,13.527828485512494,entry,House for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.193685818395112,10307,Staten Island,False,False,False,563.9097744360902,6.336666027130876
Brokered by CENTURY 21 Milestone Realty,Multi-family home for sale,1690000,6,4,2200.0,"149-07 85th Rd, Jamaica, NY 11435, USA",40.710749,-73.809486,14.340239086899256,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.6094379124341003,4,0,7.696667081526462,11435,Queens,False,False,True,768.1818181818181,6.64532737612613
"Brokered by Nest Seekers International, Long Island",Co-op for sale,325000,1,1,1495.512345,"35-45 81st St e1, Jackson Heights, NY 11372, USA",40.7505078,-73.8851355,12.691580461311874,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,217.3168286350722,5.385947350071931
Brokered by Century 21 Realty First,Multi-family home for sale,2250000,12,2,5670.0,"2361 81st St, Brooklyn, NY 11214, USA",40.602654,-73.9869399,14.626440774180603,mid,Multi-family home for sale,2.5649493574615367,3.4641016151377544,3.179785437699879,11-20,1.0986122886681098,2,0,8.643120748014027,11214,Brooklyn,False,True,False,396.8253968253968,5.986013207583079
Brokered by Du Chris Realty,Co-op for sale,230000,1,1,1495.512345,"33-24 Junction Blvd, Jackson Heights, NY 11372, USA",40.7557689,-73.8734231,12.345834587905333,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,153.79344795712802,5.042091634401516
Brokered by Ashford Homes,Multi-family home for sale,1299888,10,6,3156.0,"310 Hillside Ave #312, Staten Island, NY 10304, USA",40.6155667,-74.0869554,14.077788664874156,mid,Multi-family home for sale,2.3978952727983707,3.1622776601683795,2.99822295029797,7-10,1.9459101490553132,5-6,0,8.057377488557991,10304,Staten Island,False,False,False,411.8783269961977,6.0231529417982514
NoBroker,Multi-family home for sale,925000,5,2,2750.0,"543 Hollywood Ave, Bronx, NY 10465, USA",40.8242389,-73.8173809,13.737549016494562,entry,Multi-family home for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,0,7.919719760924575,10465,The Bronx,False,False,False,336.3636363636364,5.821161388262227
Brokered by Get Listed Get Sold NYC,Condo for sale,329000,1,2,794.0,"47 Lynn Ct, Staten Island, NY 10314, USA",40.6210398,-74.1504313,12.70381302974751,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,0,6.678342114654332,10314,Staten Island,False,False,False,414.35768261964733,6.02914003485086
Brokered by RJM Realty Empire Inc.,Multi-family home for sale,1300000,10,8,5040.0,"366 Union Ave #4, Staten Island, NY 10303, USA",40.6274381,-74.1581613,14.077874822431765,mid,Multi-family home for sale,2.3978952727983707,3.1622776601683795,2.99822295029797,7-10,2.1972245773362196,7-10,0,8.525359754082631,10303,Staten Island,False,False,False,257.93650793650795,5.55658288854477
Brokered by RE MAX Edge,Multi-family home for sale,848000,5,4,2080.0,"544 Hinsdale St, Brooklyn, NY 11207, USA",40.6615475,-73.898309,13.65063591477404,entry,Multi-family home for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.6094379124341003,4,0,7.640603826393634,11207,Brooklyn,False,True,False,407.6923076923077,6.012962568989407
Brokered by H P Greenfield Real Estate Ltd,Co-op for sale,279000,1,1,750.0,"1801 Ocean Ave #4a, Brooklyn, NY 11230, USA",40.6179165,-73.9546305,12.538967060803502,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.621405651764134,11230,Brooklyn,False,True,False,372.0,5.921578419643816
Brokered by Ashford Homes LLC,Condo for sale,528000,1,1,602.0,"1238 63rd St #432, Brooklyn, NY 11219, USA",40.6275896,-74.0016198,13.176851562688398,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.401917196727186,11219,Brooklyn,False,True,False,877.0764119601329,6.7777336194156135
Brokered by Ashford Homes,Multi-family home for sale,1299888,11,4,3156.0,"310 Hillside Ave #312, Staten Island, NY 10304, USA",40.6155667,-74.0869554,14.077788664874156,mid,Multi-family home for sale,2.4849066497880004,3.3166247903554,3.093102195050827,11-20,1.6094379124341003,4,0,8.057377488557991,10304,Staten Island,False,False,False,411.8783269961977,6.0231529417982514
Brokered by E Realty International Corp,Co-op for sale,275000,1,1,1495.512345,"44-55 Kissena Blvd #5f, Flushing, NY 11355, USA",40.7528774,-73.8211834,12.524526376648708,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11355,Queens,False,False,True,183.88347038352262,5.219725736795592
Brokered by Corcoran Park Slope,Condo for sale,1165000,1,1,815.0,"338 Berry St #4e, Brooklyn, NY 11249, USA",40.711969,-73.9649468,13.968231644981937,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.704414354964107,11249,Brooklyn,False,True,False,1429.4478527607362,7.265742857970927
Brokered by Staten Island Homes Realty Corp,Multi-family home for sale,1199000,6,5,3290.0,"10 Simon Ct, Staten Island, NY 10307, USA",40.5159256,-74.2361135,13.996998434009651,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.791759469228055,5-6,0,8.098946748943339,10307,Staten Island,False,False,False,364.4376899696049,5.901095785777327
Brokered by Exp Realty,Multi-family home for sale,700000,6,2,3053.0,"229 W Tremont Ave, Bronx, NY 10453, USA",40.852813,-73.9176871,13.458835614025542,entry,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,8.024207485778577,10453,The Bronx,False,False,False,229.28267278087128,5.439307566396806
Brokered by Century 21 Realty First,Multi-family home for sale,2150000,8,4,3200.0,"2226 63rd St, Brooklyn, NY 11204, USA",40.614446,-73.9795824,14.580978400103845,mid,Multi-family home for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.6094379124341003,4,0,8.071218539969863,11204,Brooklyn,False,True,False,671.875,6.511559576881122
Brokered by E Realty International Corp,Multi-family home for sale,1280000,7,5,2460.0,"86-05 91st Ave, Jamaica, NY 11421, USA",40.688312,-73.856322,14.0623706358958,mid,Multi-family home for sale,2.0794415416798357,2.6457513110645907,2.644120761058629,7-10,1.791759469228055,5-6,0,7.8083230503910555,11421,Queens,False,False,True,520.3252032520326,6.256374037530443
Brokered by Brown Harris Stevens,Co-op for sale,199900,1,1,1495.512345,"828 Gerard Ave #5f, Bronx, NY 10451, USA",40.8260352,-73.9256625,12.205572520488492,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10451,The Bronx,False,False,False,133.66656628969517,4.902801843919212
Brokered by Winzone Realty Inc,Co-op for sale,369000,2,1,1495.512345,"43-40 Union St #3d, Flushing, NY 11355, USA",40.753455,-73.8209077,12.818551923022664,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,11355,Queens,False,False,True,246.73818389643583,5.512372478415547
Brokered by Prestige Homes Ny Inc,Multi-family home for sale,699000,4,3,1591.0,"111-31 141st St, Jamaica, NY 11435, USA",40.6847504,-73.8027331,13.457406021215947,entry,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.3862943611198906,3,0,7.3727463664043285,11435,Queens,False,False,True,439.3463230672533,6.087561515193338
Brokered by Brown Harris Stevens,Co-op for sale,4250000,3,2,2400.0,"123 Prince St Apt 1f, New York, NY 10012, USA",40.725464,-73.9999212,15.2624295409006,upper,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.783640596221253,10012,Manhattan,True,False,False,1770.8333333333333,7.479770071060551
Brokered by Weichert Realtors TMT Group,Multi-family home for sale,825000,2,2,1495.512345,"32-39 Jordan St, Flushing, NY 11358, USA",40.768457,-73.789417,13.623138665316818,entry,Multi-family home for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,11358,Queens,False,False,True,551.650411150568,6.314725633718631
Brokered by American Homes Group,Condo for sale,329000,2,1,837.0,"55 Austin Pl APT 4L, Staten Island, NY 10304, USA",40.6315346,-74.0856344,12.70381302974751,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.731018100482083,10304,Staten Island,False,False,False,393.0704898446834,5.976529801531001
Brokered by Wonica REALTORS & Appraisers,Multi-family home for sale,889000,2,2,1520.0,"17 S Greenleaf Ave, Staten Island, NY 10314, USA",40.6233188,-74.1259917,13.697852514496041,entry,Multi-family home for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.327123292259293,10314,Staten Island,False,False,False,584.8684210526316,6.3730952269118575
Brokered by First Class Homes Inc,Multi-family home for sale,769000,2,2,1495.512345,"101-55 112th St, South Richmond Hill, NY 11419, USA",40.6868333,-73.8309133,13.55284624848778,entry,Multi-family home for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,11419,Queens,False,False,True,514.2050499088324,6.244564976583784
Brokered by eXp Realty BKNY,Multi-family home for sale,1200000,4,2,2536.0,"66 Bay 22nd St, Brooklyn, NY 11214, USA",40.6042861,-74.0012526,13.997832114758229,mid,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,7.838737559599282,11214,Brooklyn,False,True,False,473.18611987381706,6.161599902586753
Brokered by VYLLA HOME,Co-op for sale,220500,2,1,900.0,"350 Richmond Terrace Apt 3n, Staten Island, NY 10301, USA",40.6481488,-74.0847983,12.303652973869038,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.803505257608338,10301,Staten Island,False,False,False,245.0,5.5053315359323625
Brokered by RE MAX Edge,Multi-family home for sale,1999000,3,3,2739.0,"259 80th St, Brooklyn, NY 11209, USA",40.6281691,-74.0297598,14.508157613482537,mid,Multi-family home for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,0,7.9157131993821155,11209,Brooklyn,False,True,False,729.8284045271997,6.594178691464997
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3250000,2,2,1300.0,"The Police Building, 240 Centre St #2b, New York, NY 10013, USA",40.7199716,-73.9980266,14.994165554305921,upper,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.170888478512505,10013,Manhattan,True,False,False,2500.0,7.824445930877619
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,1650000,2,2,1267.0,"473 Hicks St APT 4, Brooklyn, NY 11231, USA",40.6866098,-73.9997131,14.316285845876763,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.145196134997171,11231,Brooklyn,False,True,False,1302.2888713496448,7.172646249675423
"Brokered by Homes R Us Realty of NY, Inc.",Multi-family home for sale,1049000,4,4,2554.0,"342 Manhattan St, Staten Island, NY 10307, USA",40.5016233,-74.2417531,13.863347887378435,mid,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,7.845807502637805,10307,Staten Island,False,False,False,410.72826938136257,6.020363591420621
Brokered by American Homes Group,House for sale,998800,3,4,2400.0,"1191 Clove Rd, Staten Island, NY 10301, USA",40.6175,-74.103996,13.814309837387755,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,7.783640596221253,10301,Staten Island,False,False,False,416.1666666666667,6.033485822203719
Brokered by American Homes Group,House for sale,998800,3,4,2400.0,"Waldron Ave, Staten Island, NY 10301, USA",40.618648,-74.1019085,13.814309837387755,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,7.783640596221253,10301,Staten Island,False,False,False,416.1666666666667,6.033485822203719
Brokered by DEGI - Douglas Elliman Real Estate,For sale,3150000,3,2,1952.0,"184 Lincoln Pl #2, Brooklyn, NY 11217, USA",40.6754035,-73.9742051,14.962913010801817,upper,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.577121930876679,11217,Brooklyn,False,True,False,1613.7295081967213,7.38692273444452
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,849000,1,1,1495.512345,"263 West End Ave #14c, New York, NY 10023, USA",40.7802357,-73.9846328,13.651814465293484,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,10023,Manhattan,True,False,False,567.6984231113117,6.343350281513608
Brokered by Piastro Realty LLC,Co-op for sale,559500,1,1,800.0,"50 Brighton 1st Rd #5h, Brooklyn, NY 11235, USA",40.5751942,-73.9669983,13.234798806734117,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.68586094706836,11235,Brooklyn,False,True,False,699.375,6.551615905885448
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,750000,1,1,835.0,"333 E 66th St #8e, New York, NY 10065, USA",40.7643711,-73.9593578,13.527828485512494,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.728628613084702,10065,Manhattan,True,False,False,898.2035928143713,6.801509474699028
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1900000,2,2,1029.0,"150 Rivington St #3g, New York, NY 10002, USA",40.7193408,-73.9856438,14.457364444136669,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.937314081223682,10002,Manhattan,True,False,False,1846.45286686103,7.521563140649038
Brokered by Corcoran Williamsburg Bedford,Condo for sale,1250000,2,2,1201.0,"1105 Cortelyou Rd #301, Brooklyn, NY 11218, USA",40.6400234,-73.9676099,14.038654109278484,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.091742115095153,11218,Brooklyn,False,True,False,1040.7993338884264,6.948704625925617
Brokered by COMPASS,Condo for sale,1395000,2,2,1182.0,"737 Bergen St #1b, Brooklyn, NY 11238, USA",40.6787789,-73.9643728,14.148404973237604,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.075808863978387,11238,Brooklyn,False,True,False,1180.2030456852792,7.074288728333493
Brokered by Monticello Real Estate Group,Co-op for sale,198000,1,1,1495.512345,"83-55 Woodhaven Blvd #1a, Woodhaven, NY 11421, USA",40.700309,-73.8535466,12.196022309676673,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11421,Queens,False,False,True,132.3960986761363,4.893322887747546
Brokered by Better Homes and Gardens Real Estate Safari Realty,Contingent,619888,3,2,1400.0,"35 Center Pl, Staten Island, NY 10306, USA",40.5632116,-74.1002521,13.337294095541681,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.244941546337007,10306,Staten Island,False,False,False,442.77714285714285,6.095322505921013
Brokered by Ashford Homes,Multi-family home for sale,1489000,6,2,3780.0,"205 Wiman Ave, Staten Island, NY 10308, USA",40.5395319,-74.1450877,14.213615311666146,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,8.237743803890933,10308,Staten Island,False,False,False,393.9153439153439,5.9786714227298186
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,65000000,3,2,15200.0,"4 E 79th St, New York, NY 10075, USA",40.7765613,-73.9633167,17.98989782785991,luxury,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,9.62911649414402,10075,Manhattan,True,False,False,4276.315789473684,8.36108093984164
Brokered by Serhant,Condo for sale,1595000,3,3,1413.0,"924 Lafayette Ave, Brooklyn, NY 11221, USA",40.6915139,-73.935444,14.282384294201082,mid,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,0,7.254177846456518,11221,Brooklyn,False,True,False,1128.8039631988677,7.029799412761507
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,655000,3,2,803.0,"1504 Jefferson Ave, Brooklyn, NY 11237, USA",40.6967268,-73.9074036,13.39239051461739,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,6.6895992691789665,11237,Brooklyn,False,True,False,815.6911581569116,6.705261004000876
Brokered by Serhant,Condo for sale,1175000,2,2,1115.0,"924 Lafayette Ave #2, Brooklyn, NY 11221, USA",40.6915139,-73.935444,13.976778705560397,mid,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.017506142941256,11221,Brooklyn,False,True,False,1053.8116591928251,6.9611175078810925
Brokered by E Realty International Corp,Multi-family home for sale,2880000,9,2,2350.0,"16-33 166th St, Flushing, NY 11357, USA",40.7832094,-73.7967588,14.873300852112129,mid,Multi-family home for sale,2.302585092994046,3.0,2.8934439858858716,7-10,1.0986122886681098,2,0,7.762596048540069,11357,Queens,False,False,True,1225.531914893617,7.111945884471796
Brokered by Momentum Real Estate LLC,Multi-family home for sale,798000,3,4,2150.0,"425 Father Capodanno Blvd, Staten Island, NY 10305, USA",40.5874844,-74.0701056,13.589863876431945,entry,Multi-family home for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,7.67368812926773,10305,Staten Island,False,False,False,371.16279069767444,5.919331367952428
"Brokered by Apaus, Inc",Land for sale,1685000,3,2,1495.512345,"519 Fairview Ave, Ridgewood, NY 11385, USA",40.7083434,-73.9081614,14.3372761217686,mid,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11385,Queens,False,False,True,1126.7041730772205,7.027939139752119
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,31000000,3,4,4492.0,"111 W 57th St #50, New York, NY 10019, USA",40.764953,-73.977568,17.24949776244942,luxury,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.6094379124341003,4,0,8.41027590907016,10019,Manhattan,True,False,False,6901.157613535173,8.839589339319435
"Brokered by Dom Realty, Inc",Land for sale,2550000,3,2,1495.512345,"234 Ocean View Ave, Brooklyn, NY 11235, USA",40.5785288,-73.9655666,14.75160391713461,mid,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11235,Brooklyn,False,True,False,1705.101270829028,7.441966087854291
Brokered by Meyers Enterprise Realty Group,Land for sale,119000,3,2,1495.512345,"3652 De Reimer Ave, Bronx, NY 10466, USA",40.8841699,-73.8388387,11.686878772093667,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,10466,The Bronx,False,False,False,79.57139263868798,4.3891436564689155
