brokertitle,type,price,beds,bath,propertysqft,formatted_address,latitude,longitude,log_price,price_segment,eda_type_clean,log_beds,beds_sqrt,beds_asinh,beds_binned,log_bath,bath_binned,area_missing,log_area,zip,borough,borough_Manhattan,borough_Brooklyn,borough_Queens,price_per_sqft,log_pps
Brokered by Laffey Real Estate,Co-op for sale,385000,1,2,900.0,"1805 215th St Apt 4n, Bayside, NY 11360, USA",40.7839299,-73.77643,12.86099861326992,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,0,6.803505257608338,11360,Queens,False,False,True,427.77777777777777,6.060938784201399
Brokered by Progress Realty Inc.,Multi-family home for sale,999000,6,2,3144.0,"851 Van Nest Ave, Bronx, NY 10462, USA",40.8451067,-73.8601577,13.81451005763069,entry,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,8.05356916913454,10462,The Bronx,False,False,False,317.7480916030534,5.7644011093270375
Brokered by COMPASS,Co-op for sale,399000,1,1,1495.512345,"34-41 85th St #3a, Flushing, NY 11372, USA",40.7531191,-73.8818757,12.896716695872,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,266.79819884736554,5.590233707496462
Brokered by Staten Island Premiere Properties,Contingent,599000,4,4,2800.0,"77 Harbour Ct, Staten Island, NY 10308, USA",40.5387352,-74.1423893,13.303016877097587,entry,Other,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,7.937731775260109,10308,Staten Island,False,False,False,213.92857142857142,5.370305747014786
Brokered by Staten Island Premiere Properties,House for sale,829888,4,2,1800.0,"70 Savo Loop, Staten Island, NY 10309, USA",40.521278,-74.2230351,13.629046030908556,entry,House for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,0,7.496097345175956,10309,Staten Island,False,False,False,461.0488888888889,6.135670705589006
"Brokered by Dynasty Real Estate, Inc.",Townhouse for sale,699998,3,2,1548.0,"159 Freedom Ave, Staten Island, NY 10314, USA",40.5953144,-74.1628286,13.458832756878603,entry,Townhouse for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.3453648404168685,10314,Staten Island,False,False,False,452.1950904392765,6.116322695995606
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,1088000,5,2,1495.512345,"20 Continental Ave #5f, Flushing, NY 11375, USA",40.7186003,-73.8453488,13.899851706398024,mid,Co-op for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,1,7.3108925765069745,11375,Queens,False,False,True,727.5098755537186,6.591001181553973
Brokered by WW Realty Group Inc,House for sale,999000,6,2,1280.0,"3426 Boller Ave, Bronx, NY 10475, USA",40.8808173,-73.8350832,13.81451005763069,entry,House for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,7.155396301896734,10475,The Bronx,False,False,False,780.46875,6.661175161857927
Brokered by New York Realty Minimax,Multi-family home for sale,1188888,15,9,1495.512345,"677 Grandview Ave, Queens, NY 11385, USA",40.7075546,-73.9036964,13.988528974432084,mid,Multi-family home for sale,2.772588722239781,3.872983346207417,3.4023066454805946,11-20,2.302585092994046,7-10,1,7.3108925765069745,11385,Queens,False,False,True,794.9703684993653,6.679561959648187
Brokered by NextHome Residential,Co-op for sale,265000,1,1,700.0,"2345 Bell Blvd Apt 5f, Bayside, NY 11360, USA",40.7824499,-73.7765099,12.487485104968359,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.55250788703459,11360,Queens,False,False,True,378.57142857142856,5.9390427967045
"Brokered by MAXIMILLION REALTY, INC.",Co-op for sale,288000,1,1,845.0,"3901 Nostrand Ave. #4c, Brooklyn, NY 11235, USA",40.5894827,-73.9395372,12.570715759118084,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.740519359606223,11235,Brooklyn,False,True,False,340.8284023668639,5.834308863679914
Brokered by COMPASS,Co-op for sale,999995,3,2,1750.0,"205 E 63rd St #11e, New York, NY 10065, USA",40.7640501,-73.964336,13.815505557951774,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.467942332285852,10065,Manhattan,True,False,False,571.4257142857143,6.3498829703030895
Brokered by Corcoran East Side,Co-op for sale,1495000,2,2,1350.0,"200 E 74th St #6b, New York, NY 10021, USA",40.7708195,-73.9595235,14.217636764806924,mid,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.208600337960199,10021,Manhattan,True,False,False,1107.4074074074074,7.0106794959396135
Brokered by Corcoran Park Avenue South,Co-op for sale,925000,1,1,1000.0,"235 E 73rd St #4b, New York, NY 10021, USA",40.7699425,-73.9583558,13.737549016494562,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.90875477931522,10021,Manhattan,True,False,False,925.0,6.8308742346461795
Brokered by Realty Connect USA LLC,Co-op for sale,349000,2,1,1495.512345,"84-70 129th St #5u, Jamaica, NY 11415, USA",40.7050355,-73.8241699,12.762827201184564,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,11415,Queens,False,False,True,233.364840595816,5.456879048993991
Brokered by AI Realty Brokerage LLC,Condo for sale,2000000,4,4,3000.0,"444 E 57th St #2d, New York, NY 10022, USA",40.7573479,-73.9614914,14.508657738524219,mid,Condo for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,8.006700845440367,10022,Manhattan,True,False,False,666.6666666666666,6.503789046997708
Brokered by Century 21 Realty First,Condo for sale,839000,3,2,1376.0,"8895 26th Ave #5a, Brooklyn, NY 11214, USA",40.5905451,-73.9910402,13.639965985449344,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.227662498728654,11214,Brooklyn,False,True,False,609.7383720930233,6.414668671222306
Brokered by Platinum Properties of Long Island,Co-op for sale,329000,1,1,820.0,"11139 76th Rd Apt E6, Forest Hills, NY 11375, USA",40.7157399,-73.83672,12.70381302974751,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.710523109452428,11375,Queens,False,False,True,401.219512195122,5.996997989824463
Brokered by Keller Williams Hudson Valley,Multi-family home for sale,899000,6,3,3683.0,"948 E 217th St, Bronx, NY 10469, USA",40.8796143,-73.856153,13.709038313453757,entry,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.3862943611198906,3,0,8.211754397375197,10469,The Bronx,False,False,False,244.09448818897638,5.5016438022721355
Brokered by Citadel Circle Realty,House for sale,615000,3,2,1495.512345,"534 Powell St, Brooklyn, NY 11212, USA",40.6610456,-73.9019953,13.329377546788654,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11212,Brooklyn,False,True,False,411.23030649405973,6.021582189514075
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,800000,2,2,1257.0,"309 E 108th St #5f, New York, NY 10029, USA",40.7917785,-73.9406204,13.592367006650065,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.1372784372603855,10029,Manhattan,True,False,False,636.4359586316627,6.457453814938062
Brokered by Coldwell Banker Advantage,Condo for sale,430000,2,2,1248.0,"527 Willow Rd E #2, Staten Island, NY 10314, USA",40.6123868,-74.1511288,12.971540487669746,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.130098510125578,10314,Staten Island,False,False,False,344.55128205128204,5.84514106070642
Brokered by Jessica Viola,Contingent,499000,3,2,1288.0,"625 Goethals Rd N, Staten Island, NY 10314, USA",40.6166867,-74.1576647,13.120361374733656,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.161622002939187,10314,Staten Island,False,False,False,387.4223602484472,5.962093304915704
Brokered by Keller Williams Realty Liberty,Co-op for sale,439500,3,2,1400.0,"83-80 118th St #3a, Queens, NY 11415, USA",40.7047878,-73.8344551,12.993392996107369,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.244941546337007,11415,Queens,False,False,True,313.92857142857144,5.752345855742679
Brokered by Prime Properties Long Island,Co-op for sale,299000,1,1,1495.512345,"118-18 Union Tpke #17g, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305,12.608198852372823,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11415,Queens,False,False,True,199.9314823442664,5.302963966085595
"Brokered by Robert DeFalco Realty, Inc.",House for sale,2580000,8,2,6493.0,"60 Lyman Pl, Staten Island, NY 10304, USA",40.6050685,-74.0969483,14.7632999568978,mid,House for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.0986122886681098,2,0,8.77863395266279,10304,Staten Island,False,False,False,397.35099337748346,5.987333509553612
Brokered by RE MAX Distinguished Homes & Properties,Condo for sale,200000,1,1,613.0,"1700 Metropolitan Ave, Bronx, NY 10462, USA",40.840459,-73.8542045,12.206072645530174,entry,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.419994928147142,10462,The Bronx,False,False,False,326.2642740619902,5.79076802205722
Brokered by Oxford Property Group,Co-op for sale,425000,3,1,1495.512345,"504 W 135th St #1b, New York, NY 10031, USA",40.8189893,-73.953108,12.959844447906553,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,10031,Manhattan,True,False,False,284.1835451381713,5.653132991006705
Brokered by BESMATCH REAL ESTATE,Co-op for sale,69000,1,1,850.0,"1185 Anderson Ave #2e, Bronx, NY 10452, USA",40.8366623,-73.9239586,11.141861783579396,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.7464121285733745,10452,The Bronx,False,False,False,81.17647058823529,4.408869015200746
Brokered by Corcoran West Side Gallery,Condo for sale,1995000,3,2,1546.0,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877,14.506154608306101,mid,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.344072850573066,10025,Manhattan,True,False,False,1290.4269081500647,7.163503016393182
Brokered by COMPASS,Co-op for sale,230000,1,1,620.0,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229,12.345834587905333,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.431331081933479,10025,Manhattan,True,False,False,370.96774193548384,5.91880713528597
Brokered by Crifasi Real Estate Inc,Co-op for sale,220000,1,1,590.0,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375,12.301382825334498,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.3818160174060985,11435,Queens,False,False,True,372.8813559322034,5.9239385169586125
Brokered by E Realty International Corp,Co-op for sale,198000,3,1,1495.512345,"42-40 Bowne St #6f, Flushing, NY 11355, USA",40.756144,-73.8213672,12.196022309676673,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,11355,Queens,False,False,True,132.3960986761363,4.893322887747546
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,1495000,1,2,1495.512345,"48 Gramercy Park N #1b, New York, NY 10010, USA",40.7382884,-73.9851838,14.217636764806924,mid,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,1,7.3108925765069745,10010,Manhattan,True,False,False,999.6574117213321,6.908412474703046
Brokered by Corcoran West Side,Co-op for sale,475000,1,1,615.0,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342,13.071070083016778,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.423246963533519,10128,Manhattan,True,False,False,772.3577235772358,6.650741714603393
Brokered by Rad Marketing Corp,Co-op for sale,199900,2,1,1495.512345,"234-4 131st Ave #2, Rosedale, NY 11422, USA",40.6779049,-73.733881,12.205572520488492,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,11422,Queens,False,False,True,133.66656628969517,4.902801843919212
Brokered by Joanne Costa Realty,House for sale,1150000,2,2,1444.0,"91 Flagg Ct, Staten Island, NY 10304, USA",40.5882505,-74.1087291,13.955272500339433,mid,House for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,7.275864600546533,10304,Staten Island,False,False,False,796.398891966759,6.681355045388676
Brokered by Corcoran Park Slope,House for sale,1575000,3,2,1495.512345,"530 4th St, Brooklyn, NY 11215, USA",40.6683947,-73.9762195,14.269765830241871,mid,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11215,Brooklyn,False,True,False,1053.1507849238114,6.960490778569255
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1,1495.512345,"33-05 92nd St #1b, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052,12.341477282536376,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11372,Queens,False,False,True,153.12478079209703,5.037762539209998
Brokered by Corcoran SoHo,For sale,2700000,8,4,1495.512345,"122 Willoughby Ave, Brooklyn, NY 11205, USA",40.6914843,-73.9676428,14.808762330974558,mid,Other,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.6094379124341003,4,1,7.3108925765069745,11205,Brooklyn,False,True,False,1805.4013455836769,7.499091938293081
Brokered by C J Robin's Real Estate,Condo for sale,320000,2,2,936.0,"1860 Story Ave # 36-B, Bronx, NY 10473, USA",40.8236857,-73.8611313,12.676076274775909,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,0,6.842683282238422,10473,The Bronx,False,False,False,341.88034188034186,5.837381528809295
Brokered by RE MAX Edge,Co-op for sale,295000,2,1,700.0,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307,12.594730635321957,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.55250788703459,11230,Brooklyn,False,True,False,421.42857142857144,6.046020370797164
Brokered by Spire Group Inc.- Main Office,House for sale,550000,3,2,1495.512345,"4211 Snyder Ave, Brooklyn, NY 11203, USA",40.6498755,-73.9375091,13.217673557208654,entry,House for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,1,7.3108925765069745,11203,Brooklyn,False,True,False,367.76694076704524,5.910164847661945
Brokered by Serhant,Condo for sale,285000,2,1,1000.0,"1439 Metropolitan Ave #6a, Bronx, NY 10462, USA",40.8362269,-73.8612346,12.560244459250788,entry,Condo for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.90875477931522,10462,The Bronx,False,False,False,285.0,5.655991810819852
Brokered by Voro Llc,Co-op for sale,328000,1,1,800.0,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983,12.70076888736628,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.68586094706836,11373,Queens,False,False,True,410.0,6.018593214496234
Brokered by Skylux Realty,Multi-family home for sale,1388000,4,3,1495.512345,"25-02 169th St, Flushing, NY 11358, USA",40.774158,-73.7957477,14.143374420048886,mid,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.3862943611198906,3,1,7.3108925765069745,11358,Queens,False,False,True,928.1100250630161,6.834227165668719
Brokered by EXP Realty,Multi-family home for sale,3000000,10,10,1495.512345,"120 Pierrepont St, Brooklyn, NY 11201, USA",40.6949321,-73.9928542,14.914122846632385,mid,Multi-family home for sale,2.3978952727983707,3.1622776601683795,2.99822295029797,7-10,2.3978952727983707,7-10,1,7.3108925765069745,11201,Brooklyn,False,True,False,2006.0014950929742,7.604397093735261
Brokered by New York Realty Minimax,Multi-family home for sale,2198888,7,6,1495.512345,"662 Seneca Ave, Ridgewood, NY 11385, USA",40.7032697,-73.9088462,14.603462335997879,mid,Multi-family home for sale,2.0794415416798357,2.6457513110645907,2.644120761058629,7-10,1.9459101490553132,5-6,1,7.3108925765069745,11385,Queens,False,False,True,1470.3242051806667,7.293918094128874
Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,650000,6,2,2310.0,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737,13.38472764187182,entry,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.0986122886681098,2,0,7.745435610274381,10473,The Bronx,False,False,False,281.38528138528136,5.643272384520301
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2,890.0,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,13.9108207377686,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,0,6.792344427470809,10036,Manhattan,True,False,False,1235.9550561797753,7.120408038813899
Brokered by Gosen Properties Inc,Townhouse for sale,2649000,5,4,4050.0,"282 Macon St, Brooklyn, NY 11216, USA",40.6820924,-73.9393924,14.789692768254207,mid,Townhouse for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.6094379124341003,4,0,8.30671904320269,11216,Brooklyn,False,True,False,654.074074074074,6.484748319430465
Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1,800.0,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141,13.651814465293484,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.68586094706836,11215,Brooklyn,False,True,False,1061.25,6.968144578994921
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,6500000,2,2,1495.512345,"995 5th Ave #11b, New York, NY 10028, USA",40.778004,-73.962547,15.687312734865866,upper,Other,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,1.0986122886681098,2,1,7.3108925765069745,10028,Manhattan,True,False,False,4346.336572701444,8.377318654423874
Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op for sale,560000,3,1,550.0,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738,13.235692062711331,entry,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,6.311734809152915,10023,Manhattan,True,False,False,1018.1818181818181,6.926755445355223
Brokered by RE MAX Elite,Co-op for sale,418888,2,1,900.0,"946 59th St #4b, Brooklyn, NY 11219, USA",40.6339124,-74.0058434,12.945358860069808,entry,Co-op for sale,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,0,6.803505257608338,11219,Brooklyn,False,True,False,465.43111111111114,6.145110337595304
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,2600000,3,3,3978.0,"99 Bay 11th St, Brooklyn, NY 11228, USA",40.6083914,-74.0100209,14.77102200299171,mid,Multi-family home for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,0,8.288785810426928,11228,Brooklyn,False,True,False,653.59477124183,6.484016374320284
Brokered by Velez Realty Corp,Multi-family home for sale,899000,8,2,2160.0,"3214 Seymour Ave, Bronx, NY 10469, USA",40.8728082,-73.8469489,13.709038313453757,entry,Multi-family home for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.0986122886681098,2,0,7.6783263565068856,10469,The Bronx,False,False,False,416.2037037037037,6.0335746006128685
Brokered by CENTURY 21 Dawn's Gold Realty,Multi-family home for sale,979000,8,3,2860.0,"309 E 96th St, Brooklyn, NY 11212, USA",40.6597134,-73.9195979,13.794286921512647,entry,Multi-family home for sale,2.1972245773362196,2.8284271247461903,2.7764722807237177,7-10,1.3862943611198906,3,0,7.95892649305011,11212,Brooklyn,False,True,False,342.3076923076923,5.838627107167733
Brokered by Sbny Re,Co-op for sale,199000,1,1,1495.512345,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472,12.201060103706629,entry,Co-op for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,1,7.3108925765069745,11375,Queens,False,False,True,133.0647658411673,4.898323010358846
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,815000,3,1,1495.512345,"310 E 46th St #6d, New York, NY 10017, USA",40.751918,-73.9698335,13.610943392223,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,1,7.3108925765069745,10017,Manhattan,True,False,False,544.9637395002579,6.302552562367897
Brokered by Signature Premier Properties,Condo for sale,1025000,1,1,800.0,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858,13.840203170554645,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.68586094706836,10075,Manhattan,True,False,False,1281.25,7.156371626269378
Brokered by COMPASS,Condo for sale,1375000,1,2,920.0,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503,14.133964289082808,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,1.0986122886681098,2,0,6.825460036255307,10065,Manhattan,True,False,False,1494.5652173913043,7.310259486207288
Brokered by Keller Williams NYC,Condo for sale,875000,3,2,1437.0,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678,13.681979165339751,entry,Condo for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.0986122886681098,2,0,7.271008538280992,10033,Manhattan,True,False,False,608.9074460681976,6.413307217898483
"Brokered by MAXIMILLION REALTY, INC.",Multi-family home for sale,1350000,6,3,3000.0,"2535 E 24th St, Brooklyn, NY 11235, USA",40.5902653,-73.9455056,14.115615150414612,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.3862943611198906,3,0,8.006700845440367,11235,Brooklyn,False,True,False,450.0,6.111467339502679
Brokered by Corcoran Williamsburg Bedford,For sale,989000,7,3,1495.512345,"1408 Remsen Ave, Brooklyn, NY 11236, USA",40.6360957,-73.9018295,13.804449610604848,entry,Other,2.0794415416798357,2.6457513110645907,2.644120761058629,7-10,1.3862943611198906,3,1,7.3108925765069745,11236,Brooklyn,False,True,False,661.3118262156505,6.495736481613636
Brokered by Scott Dobrin Realty,Multi-family home for sale,815156,4,4,2945.0,"156 Davis Ave, Staten Island, NY 10310, USA",40.6402659,-74.110402,13.611134784949188,entry,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.6094379124341003,4,0,7.988203597022576,10310,Staten Island,False,False,False,276.7932088285229,5.626876983759812
Brokered by Momentum Real Estate Llc,Multi-family home for sale,1949000,3,5,2560.0,"11 Brighton 10th Path, Brooklyn, NY 11235, USA",40.5813374,-73.9589282,14.482826978489697,mid,Multi-family home for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.791759469228055,5-6,0,7.848153086199526,11235,Brooklyn,False,True,False,761.328125,6.636377073236885
Brokered by Redfin Real Estate,Multi-family home for sale,669000,5,2,1893.0,"418 Beach 37th St, Far Rockaway, NY 11691, USA",40.5967151,-73.7696424,13.413539339110365,entry,Multi-family home for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.0986122886681098,2,0,7.546446273746024,11691,Queens,False,False,True,353.4072900158479,5.87044678854151
Brokered by Fillmore Real Estate,Multi-family home for sale,900500,4,2,1495.512345,"10716 Avenue J, Brooklyn, NY 11236, USA",40.6468871,-73.8907758,13.710705443598147,entry,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.0986122886681098,2,1,7.3108925765069745,11236,Brooklyn,False,True,False,602.1347821104077,6.402140691004886
"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,1465000,3,3,1495.512345,"215 E 73rd St #4a, New York, NY 10021, USA",40.7701914,-73.9590118,14.197365800433305,mid,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,1,7.3108925765069745,10021,Manhattan,True,False,False,979.5973967704024,6.888161974482222
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,899000,3,1,1100.0,"529 W 42nd St #2g, New York, NY 10036, USA",40.7604194,-73.9968086,13.709038313453757,entry,Other,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,0.6931471805599453,1,0,7.00397413672268,10036,Manhattan,True,False,False,817.2727272727273,6.7071956884587145
Brokered by COMPASS,Condo for sale,1100000,1,1,726.0,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879,13.9108207377686,mid,Condo for sale,0.6931471805599453,1.0,0.881373587019543,1,0.6931471805599453,1,0,6.588926477533519,10006,Manhattan,True,False,False,1515.1515151515152,7.323930505239588
"Brokered by Century 21 Amiable Realty Group II, Inc.",Multi-family home for sale,1199000,6,5,1495.512345,"151-42 82nd St, Jamaica, NY 11414, USA",40.6662035,-73.8525027,13.996998434009651,mid,Multi-family home for sale,1.9459101490553132,2.449489742783178,2.491779852644912,6,1.791759469228055,5-6,1,7.3108925765069745,11414,Queens,False,False,True,801.7319308721587,6.688020823681297
Brokered by Corcoran Chelsea/Flatiron,For sale,325000,2,1,1495.512345,"12 W 107th St #2b, New York, NY 10025, USA",40.7989043,-73.9604812,12.691580461311874,entry,Other,1.0986122886681098,1.4142135623730951,1.4436354751788103,2,0.6931471805599453,1,1,7.3108925765069745,10025,Manhattan,True,False,False,217.3168286350722,5.385947350071931
Brokered by Coldwell Banker American Homes,Multi-family home for sale,599000,4,3,1176.0,"3100 Richmond Terrace, Staten Island, NY 10303, USA",40.638069,-74.1627747,13.303016877097587,entry,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.3862943611198906,3,0,7.0707241072602764,10303,Staten Island,False,False,False,509.3537414965986,6.235104096059233
Brokered by New York Realty Minimax,Multi-family home for sale,1230000,4,3,1495.512345,"74-06 64th Ln, Flushing, NY 11385, USA",40.700194,-73.8907488,14.0225247273486,mid,Multi-family home for sale,1.6094379124341003,2.0,2.0947125472611012,4,1.3862943611198906,3,1,7.3108925765069745,11385,Queens,False,False,True,822.4606129881195,6.713515719679836
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,3950000,3,3,1495.512345,"2 Sutton Pl s, New York, NY 10022, USA",40.7573949,-73.9606545,15.189226136877304,upper,Co-op for sale,1.3862943611198906,1.7320508075688772,1.8184464592320668,3,1.3862943611198906,3,1,7.3108925765069745,10022,Manhattan,True,False,False,2641.235301872416,7.879380543142379
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,1350000,10,5,3383.0,"188 Richmond St, Brooklyn, NY 11208, USA",40.6828535,-73.8769965,14.115615150414612,mid,Multi-family home for sale,2.3978952727983707,3.1622776601683795,2.99822295029797,7-10,1.791759469228055,5-6,0,8.126813720726114,11208,Brooklyn,False,True,False,399.0540939994088,5.991599772963076
Brokered by OneSpace Realty Group LLC,House for sale,799000,5,3,1800.0,"1124 E 51st St, Brooklyn, NY 11234, USA",40.6336127,-73.9276041,13.591116224748411,entry,House for sale,1.791759469228055,2.23606797749979,2.312438341272753,5,1.3862943611198906,3,0,7.496097345175956,11234,Brooklyn,False,True,False,443.8888888888889,6.097824563098892
